application_id,district,application_type,submission_date,completion_date,processing_days,approval_status,digital_access
APP032678,District_8,SNAP,2023-01-30,2023-03-01,30,1,0
APP032679,District_8,TANF,2024-10-08,2024-11-12,35,1,0
APP032680,District_8,TANF,2023-01-07,2023-02-02,26,1,0
APP032681,District_8,Medicaid,2023-10-28,2023-11-21,24,1,0
APP032682,District_8,SNAP,2023-02-20,2023-03-23,31,0,0
APP032683,District_8,Medicaid,2024-11-23,2024-12-11,18,1,0
APP032684,District_8,Medicaid,2023-05-06,2023-05-31,25,1,0
APP032685,District_8,TANF,2023-07-13,2023-08-03,21,1,0
APP032686,District_8,TANF,2023-08-25,2023-09-22,28,1,0
APP032687,District_8,SNAP,2023-08-22,2023-09-14,23,1,0
APP032688,District_8,SNAP,2023-01-01,2023-01-24,23,1,0
APP032689,District_8,Medicaid,2024-01-06,2024-02-03,28,1,0
APP032690,District_8,SNAP,2024-11-17,2024-12-21,34,1,0
APP032691,District_8,SNAP,2023-06-22,2023-07-21,29,0,0
APP032692,District_8,SNAP,2023-03-08,2023-04-07,30,1,0
APP032693,District_8,Medicaid,2023-08-22,2023-09-23,32,1,0
APP032694,District_8,TANF,2023-12-30,2024-01-21,22,0,0
APP032695,District_8,Medicaid,2023-07-30,2023-08-24,25,0,0
APP032696,District_8,Medicaid,2023-03-20,2023-04-12,23,1,0
APP032697,District_8,Medicaid,2024-12-08,2025-01-01,24,1,0
APP032698,District_8,Medicaid,2023-12-31,2024-01-21,21,1,0
APP032699,District_8,SNAP,2024-07-09,2024-08-01,23,1,0
APP032700,District_8,SNAP,2024-04-18,2024-05-10,22,1,0
APP032701,District_8,Medicaid,2023-03-23,2023-04-11,19,1,0
APP032702,District_8,TANF,2024-04-12,2024-04-18,6,0,0
APP032703,District_8,Medicaid,2023-03-31,2023-04-24,24,1,0
APP032704,District_8,TANF,2024-12-23,2025-01-27,35,1,0
APP032705,District_8,TANF,2024-08-12,2024-09-09,28,0,0
APP032706,District_8,TANF,2023-12-07,2023-12-30,23,0,0
APP032707,District_8,Medicaid,2024-02-13,2024-02-27,14,1,0
APP032708,District_8,SNAP,2024-07-22,2024-08-09,18,1,0
APP032709,District_8,SNAP,2023-05-30,2023-06-10,11,1,0
APP032710,District_8,Medicaid,2024-10-08,2024-11-04,27,1,0
APP032711,District_8,SNAP,2023-12-04,2023-12-22,18,1,0
APP032712,District_8,Medicaid,2024-04-26,2024-05-28,32,1,0
APP032713,District_8,SNAP,2024-12-03,2024-12-10,7,1,0
APP032714,District_8,Medicaid,2023-12-23,2024-01-12,20,0,0
APP032715,District_8,SNAP,2024-06-29,2024-07-30,31,0,0
APP032716,District_8,SNAP,2024-09-11,2024-09-26,15,1,0
APP032717,District_8,SNAP,2024-04-17,2024-05-01,14,1,0
APP032718,District_8,Medicaid,2023-03-08,2023-03-28,20,1,0
APP032719,District_8,SNAP,2024-07-09,2024-07-25,16,1,0
APP032720,District_8,SNAP,2024-04-08,2024-04-29,21,1,0
APP032721,District_8,SNAP,2024-11-23,2024-11-30,7,1,0
APP032722,District_8,SNAP,2024-08-03,2024-09-04,32,1,0
APP032723,District_8,SNAP,2024-03-07,2024-04-05,29,1,0
APP032724,District_8,Medicaid,2023-08-28,2023-09-17,20,1,0
APP032725,District_8,TANF,2024-06-17,2024-06-27,10,1,0
APP032726,District_8,Medicaid,2024-06-28,2024-07-15,17,1,0
APP032727,District_8,TANF,2023-12-15,2024-01-13,29,0,0
APP032728,District_8,SNAP,2023-05-14,2023-06-12,29,1,0
APP032729,District_8,Medicaid,2024-07-30,2024-08-18,19,1,0
APP032730,District_8,SNAP,2024-05-02,2024-05-29,27,1,0
APP032731,District_8,SNAP,2024-04-22,2024-05-05,13,1,0
APP032732,District_8,SNAP,2024-04-19,2024-05-12,23,1,0
APP032733,District_8,Medicaid,2023-11-19,2023-12-03,14,1,0
APP032734,District_8,SNAP,2023-02-25,2023-03-23,26,0,0
APP032735,District_8,SNAP,2024-11-24,2024-12-14,20,1,0
APP032736,District_8,Medicaid,2024-10-19,2024-11-10,22,1,0
APP032737,District_8,TANF,2023-08-10,2023-09-02,23,1,0
APP032738,District_8,SNAP,2023-02-25,2023-03-08,11,1,0
APP032739,District_8,Medicaid,2024-11-03,2024-11-27,24,0,0
APP032740,District_8,Medicaid,2023-06-21,2023-07-23,32,1,0
APP032741,District_8,TANF,2023-05-26,2023-06-19,24,1,0
APP032742,District_8,Medicaid,2024-04-09,2024-05-10,31,1,0
APP032743,District_8,SNAP,2024-08-11,2024-09-01,21,1,0
APP032744,District_8,Medicaid,2023-01-15,2023-02-10,26,1,0
APP032745,District_8,SNAP,2024-01-27,2024-02-22,26,1,0
APP032746,District_8,Medicaid,2024-01-17,2024-02-14,28,1,0
APP032747,District_8,Medicaid,2024-02-28,2024-03-30,31,1,0
APP032748,District_8,Medicaid,2024-12-24,2025-01-07,14,1,0
APP032749,District_8,Medicaid,2023-06-25,2023-07-13,18,0,0
APP032750,District_8,Medicaid,2023-10-02,2023-10-29,27,1,0
APP032751,District_8,SNAP,2023-12-06,2024-01-02,27,1,0
APP032752,District_8,Medicaid,2023-02-08,2023-03-04,24,1,0
APP032753,District_8,TANF,2023-11-21,2024-01-03,43,0,0
APP032754,District_8,Medicaid,2023-06-01,2023-06-26,25,1,0
APP032755,District_8,SNAP,2024-09-08,2024-10-04,26,1,0
APP032756,District_8,SNAP,2024-12-05,2024-12-19,14,1,0
APP032757,District_8,SNAP,2024-06-16,2024-07-17,31,0,0
APP032758,District_8,TANF,2024-06-12,2024-07-07,25,0,0
APP032759,District_8,SNAP,2024-01-18,2024-02-11,24,1,0
APP032760,District_8,TANF,2024-11-23,2024-12-31,38,1,0
APP032761,District_8,SNAP,2024-09-03,2024-09-26,23,1,0
APP032762,District_8,Medicaid,2024-03-02,2024-04-03,32,0,0
APP032763,District_8,SNAP,2024-06-02,2024-07-04,32,1,0
APP032764,District_8,SNAP,2023-02-09,2023-03-04,23,1,0
APP032765,District_8,Medicaid,2024-12-17,2024-12-31,14,1,0
APP032766,District_8,Medicaid,2024-06-09,2024-06-28,19,1,0
APP032767,District_8,SNAP,2023-06-04,2023-07-06,32,1,0
APP032768,District_8,Medicaid,2024-07-29,2024-08-19,21,1,0
APP032769,District_8,Medicaid,2023-09-18,2023-10-03,15,1,0
APP032770,District_8,SNAP,2024-11-27,2024-12-22,25,1,0
APP032771,District_8,SNAP,2024-03-31,2024-04-16,16,1,0
APP032772,District_8,Medicaid,2023-10-15,2023-11-01,17,0,0
APP032773,District_8,Medicaid,2024-10-24,2024-11-10,17,1,0
APP032774,District_8,Medicaid,2024-04-04,2024-05-05,31,0,0
APP032775,District_8,TANF,2024-05-25,2024-06-27,33,1,0
APP032776,District_8,TANF,2024-08-03,2024-08-17,14,1,0
APP032777,District_8,TANF,2024-02-19,2024-03-15,25,1,0
APP032778,District_8,SNAP,2023-02-20,2023-03-20,28,1,0
APP032779,District_8,Medicaid,2023-08-02,2023-08-21,19,1,0
APP032780,District_8,Medicaid,2023-01-22,2023-02-09,18,1,0
APP032781,District_8,SNAP,2024-05-28,2024-07-03,36,1,0
APP032782,District_8,Medicaid,2024-10-09,2024-10-24,15,1,0
APP032783,District_8,SNAP,2024-05-12,2024-06-09,28,0,0
APP032784,District_8,Medicaid,2024-02-10,2024-03-08,27,1,0
APP032785,District_8,TANF,2024-09-17,2024-10-28,41,0,0
APP032786,District_8,SNAP,2023-03-17,2023-04-18,32,1,0
APP032787,District_8,TANF,2023-11-21,2023-12-04,13,1,0
APP032788,District_8,SNAP,2023-01-03,2023-01-18,15,1,0
APP032789,District_8,Medicaid,2023-03-30,2023-04-18,19,1,0
APP032790,District_8,SNAP,2024-08-31,2024-09-25,25,1,0
APP032791,District_8,Medicaid,2023-04-08,2023-04-19,11,1,0
APP032792,District_8,TANF,2023-10-09,2023-11-04,26,1,0
APP032793,District_8,Medicaid,2024-08-12,2024-09-07,26,0,0
APP032794,District_8,TANF,2023-09-14,2023-10-05,21,1,0
APP032795,District_8,SNAP,2023-03-23,2023-04-24,32,1,0
APP032796,District_8,TANF,2024-07-20,2024-08-17,28,1,0
APP032797,District_8,TANF,2024-02-12,2024-03-16,33,1,0
APP032798,District_8,Medicaid,2024-03-03,2024-04-15,43,1,0
APP032799,District_8,SNAP,2023-11-11,2023-11-28,17,1,0
APP032800,District_8,SNAP,2024-12-05,2025-01-02,28,0,0
APP032801,District_8,SNAP,2023-08-13,2023-09-02,20,1,0
APP032802,District_8,SNAP,2023-08-21,2023-09-19,29,1,0
APP032803,District_8,SNAP,2024-08-23,2024-09-13,21,1,0
APP032804,District_8,Medicaid,2023-10-28,2023-11-18,21,1,0
APP032805,District_8,SNAP,2023-03-11,2023-03-27,16,1,0
APP032806,District_8,Medicaid,2023-10-26,2023-11-23,28,0,0
APP032807,District_8,Medicaid,2024-02-20,2024-03-27,36,0,0
APP032808,District_8,SNAP,2024-02-25,2024-03-13,17,1,0
APP032809,District_8,SNAP,2023-10-01,2023-10-10,9,1,0
APP032810,District_8,TANF,2024-12-26,2025-01-24,29,1,0
APP032811,District_8,Medicaid,2023-03-04,2023-04-06,33,1,0
APP032812,District_8,TANF,2024-04-06,2024-05-19,43,1,0
APP032813,District_8,TANF,2024-07-08,2024-07-31,23,1,0
APP032814,District_8,Medicaid,2023-08-23,2023-09-15,23,1,0
APP032815,District_8,SNAP,2023-10-13,2023-11-10,28,1,0
APP032816,District_8,TANF,2023-05-10,2023-05-28,18,1,0
APP032817,District_8,Medicaid,2023-07-15,2023-08-03,19,1,0
APP032818,District_8,SNAP,2023-05-24,2023-06-24,31,1,0
APP032819,District_8,Medicaid,2024-07-17,2024-07-31,14,1,0
APP032820,District_8,SNAP,2024-01-12,2024-01-29,17,1,0
APP032821,District_8,Medicaid,2023-05-03,2023-05-16,13,1,0
APP032822,District_8,Medicaid,2023-07-21,2023-08-09,19,1,0
APP032823,District_8,SNAP,2024-11-14,2024-12-06,22,1,0
APP032824,District_8,Medicaid,2024-07-18,2024-08-09,22,1,0
APP032825,District_8,SNAP,2023-06-27,2023-07-19,22,0,0
APP032826,District_8,TANF,2023-09-27,2023-10-26,29,0,0
APP032827,District_8,SNAP,2023-12-10,2024-01-02,23,1,0
APP032828,District_8,TANF,2023-05-23,2023-06-10,18,1,0
APP032829,District_8,TANF,2023-08-14,2023-08-29,15,1,0
APP032830,District_8,SNAP,2023-04-09,2023-04-30,21,1,0
APP032831,District_8,Medicaid,2024-04-01,2024-05-09,38,1,0
APP032832,District_8,TANF,2023-10-05,2023-10-31,26,1,0
APP032833,District_8,SNAP,2024-10-26,2024-12-01,36,1,0
APP032834,District_8,TANF,2023-12-19,2023-12-28,9,1,0
APP032835,District_8,TANF,2023-08-07,2023-08-24,17,0,0
APP032836,District_8,SNAP,2024-10-31,2024-11-11,11,0,0
APP032837,District_8,SNAP,2023-07-10,2023-08-02,23,1,0
APP032838,District_8,Medicaid,2023-09-19,2023-10-16,27,0,0
APP032839,District_8,Medicaid,2024-02-04,2024-03-06,31,0,0
APP032840,District_8,TANF,2023-01-14,2023-02-12,29,1,0
APP032841,District_8,TANF,2023-06-16,2023-07-17,31,1,0
APP032842,District_8,SNAP,2024-09-30,2024-10-22,22,0,0
APP032843,District_8,TANF,2024-03-24,2024-04-13,20,1,0
APP032844,District_8,TANF,2024-07-29,2024-08-15,17,1,0
APP032845,District_8,SNAP,2023-05-11,2023-06-15,35,1,0
APP032846,District_8,SNAP,2024-06-21,2024-07-21,30,1,0
APP032847,District_8,TANF,2024-06-05,2024-06-26,21,1,0
APP032848,District_8,SNAP,2024-06-16,2024-07-10,24,1,0
APP032849,District_8,SNAP,2024-08-08,2024-09-08,31,0,0
APP032850,District_8,Medicaid,2024-04-11,2024-04-30,19,1,0
APP032851,District_8,SNAP,2023-04-06,2023-05-02,26,1,0
APP032852,District_8,Medicaid,2024-10-09,2024-11-01,23,1,0
APP032853,District_8,Medicaid,2023-06-04,2023-07-07,33,1,0
APP032854,District_8,Medicaid,2024-03-01,2024-03-23,22,1,0
APP032855,District_8,SNAP,2023-01-25,2023-02-23,29,1,0
APP032856,District_8,SNAP,2024-03-21,2024-04-07,17,1,0
APP032857,District_8,SNAP,2024-04-16,2024-05-02,16,1,0
APP032858,District_8,SNAP,2024-08-08,2024-08-23,15,1,0
APP032859,District_8,SNAP,2024-01-14,2024-02-14,31,1,0
APP032860,District_8,SNAP,2024-09-23,2024-10-22,29,0,0
APP032861,District_8,SNAP,2023-11-15,2023-12-19,34,1,0
APP032862,District_8,Medicaid,2024-09-03,2024-10-02,29,0,0
APP032863,District_8,TANF,2023-06-17,2023-07-12,25,1,0
APP032864,District_8,SNAP,2024-05-07,2024-05-29,22,0,0
APP032865,District_8,SNAP,2024-05-23,2024-06-23,31,1,0
APP032866,District_8,Medicaid,2023-04-06,2023-05-05,29,0,0
APP032867,District_8,TANF,2024-03-16,2024-04-03,18,1,0
APP032868,District_8,SNAP,2023-10-25,2023-11-14,20,1,0
APP032869,District_8,SNAP,2023-09-28,2023-10-23,25,1,0
APP032870,District_8,TANF,2023-11-25,2023-12-19,24,0,0
APP032871,District_8,Medicaid,2024-04-09,2024-05-09,30,1,0
APP032872,District_8,Medicaid,2024-04-23,2024-05-22,29,1,0
APP032873,District_8,TANF,2023-02-28,2023-03-19,19,0,0
APP032874,District_8,SNAP,2024-06-01,2024-06-17,16,1,0
APP032875,District_8,SNAP,2024-06-25,2024-07-07,12,0,0
APP032876,District_8,SNAP,2024-02-17,2024-03-12,24,1,0
APP032877,District_8,SNAP,2024-09-19,2024-10-26,37,0,0
APP032878,District_8,Medicaid,2023-02-19,2023-03-14,23,1,0
APP032879,District_8,Medicaid,2024-12-04,2024-12-28,24,0,0
APP032880,District_8,SNAP,2023-04-19,2023-05-15,26,1,0
APP032881,District_8,SNAP,2024-09-18,2024-10-12,24,0,0
APP032882,District_8,TANF,2023-02-03,2023-02-18,15,1,0
APP032883,District_8,SNAP,2023-12-06,2023-12-25,19,0,0
APP032884,District_8,Medicaid,2024-10-28,2024-11-19,22,1,0
APP032885,District_8,SNAP,2023-12-24,2024-01-28,35,1,0
APP032886,District_8,Medicaid,2023-04-03,2023-05-06,33,1,0
APP032887,District_8,SNAP,2024-10-19,2024-11-04,16,1,0
APP032888,District_8,SNAP,2023-11-04,2023-12-08,34,0,0
APP032889,District_8,TANF,2024-10-07,2024-11-13,37,1,0
APP032890,District_8,Medicaid,2023-04-04,2023-05-01,27,1,0
APP032891,District_8,SNAP,2023-08-02,2023-08-22,20,1,0
APP032892,District_8,SNAP,2023-11-04,2023-11-28,24,1,0
APP032893,District_8,Medicaid,2023-05-24,2023-06-28,35,1,0
APP032894,District_8,SNAP,2023-01-16,2023-02-01,16,1,0
APP032895,District_8,SNAP,2024-04-06,2024-04-27,21,1,0
APP032896,District_8,SNAP,2024-01-31,2024-02-27,27,0,0
APP032897,District_8,Medicaid,2024-11-20,2024-12-11,21,1,0
APP032898,District_8,Medicaid,2024-03-28,2024-04-09,12,1,0
APP032899,District_8,SNAP,2024-01-06,2024-01-22,16,1,0
APP032900,District_8,SNAP,2024-06-22,2024-07-06,14,1,0
APP032901,District_8,Medicaid,2024-11-01,2024-11-22,21,1,0
APP032902,District_8,Medicaid,2023-01-04,2023-02-10,37,1,0
APP032903,District_8,SNAP,2024-08-28,2024-10-01,34,1,0
APP032904,District_8,TANF,2024-11-17,2024-12-11,24,1,0
APP032905,District_8,Medicaid,2023-01-03,2023-02-01,29,1,0
APP032906,District_8,SNAP,2023-08-26,2023-09-20,25,1,0
APP032907,District_8,SNAP,2024-01-31,2024-02-23,23,1,0
APP032908,District_8,TANF,2023-01-07,2023-01-31,24,1,0
APP032909,District_8,SNAP,2024-04-01,2024-04-23,22,0,0
APP032910,District_8,SNAP,2024-05-10,2024-05-25,15,0,0
APP032911,District_8,Medicaid,2024-10-30,2024-11-23,24,1,0
APP032912,District_8,SNAP,2024-08-12,2024-08-30,18,1,0
APP032913,District_8,SNAP,2024-07-19,2024-08-08,20,1,0
APP032914,District_8,SNAP,2023-12-05,2024-01-01,27,1,0
APP032915,District_8,Medicaid,2023-09-15,2023-09-28,13,1,0
APP032916,District_8,TANF,2024-08-04,2024-08-20,16,1,0
APP032917,District_8,Medicaid,2024-12-05,2024-12-29,24,0,0
APP032918,District_8,Medicaid,2023-01-19,2023-02-03,15,1,0
APP032919,District_8,Medicaid,2023-02-16,2023-03-07,19,0,0
APP032920,District_8,SNAP,2023-05-21,2023-06-20,30,0,0
APP032921,District_8,Medicaid,2024-05-19,2024-06-10,22,1,0
APP032922,District_8,SNAP,2023-12-02,2023-12-21,19,1,0
APP032923,District_8,SNAP,2023-06-07,2023-07-07,30,1,0
APP032924,District_8,TANF,2023-12-03,2023-12-14,11,1,0
APP032925,District_8,Medicaid,2024-10-06,2024-10-19,13,1,0
APP032926,District_8,TANF,2024-05-20,2024-06-03,14,1,0
APP032927,District_8,TANF,2023-09-13,2023-10-02,19,1,0
APP032928,District_8,SNAP,2023-12-06,2023-12-19,13,1,0
APP032929,District_8,Medicaid,2023-02-08,2023-03-17,37,1,0
APP032930,District_8,TANF,2024-12-14,2024-12-19,5,0,0
APP032931,District_8,TANF,2024-07-26,2024-08-22,27,1,0
APP032932,District_8,Medicaid,2023-09-04,2023-09-25,21,1,0
APP032933,District_8,TANF,2023-04-06,2023-04-30,24,1,0
APP032934,District_8,SNAP,2023-02-08,2023-02-28,20,1,0
APP032935,District_8,Medicaid,2024-01-18,2024-02-09,22,1,0
APP032936,District_8,SNAP,2024-07-18,2024-08-04,17,1,0
APP032937,District_8,SNAP,2023-12-17,2024-01-18,32,1,0
APP032938,District_8,TANF,2024-01-08,2024-01-22,14,1,0
APP032939,District_8,SNAP,2024-06-06,2024-06-29,23,1,0
APP032940,District_8,SNAP,2023-09-18,2023-10-29,41,1,0
APP032941,District_8,SNAP,2023-05-26,2023-06-25,30,1,0
APP032942,District_8,TANF,2024-06-30,2024-07-15,15,1,0
APP032943,District_8,Medicaid,2023-04-12,2023-05-15,33,1,0
APP032944,District_8,Medicaid,2023-01-28,2023-02-23,26,0,0
APP032945,District_8,Medicaid,2024-01-30,2024-02-20,21,1,0
APP032946,District_8,SNAP,2024-08-08,2024-09-07,30,1,0
APP032947,District_8,TANF,2023-01-30,2023-03-05,34,1,0
APP032948,District_8,SNAP,2023-03-01,2023-03-20,19,1,0
APP032949,District_8,SNAP,2024-02-05,2024-02-26,21,0,0
APP032950,District_8,SNAP,2023-07-09,2023-07-29,20,1,0
APP032951,District_8,SNAP,2024-11-26,2024-12-24,28,0,0
APP032952,District_8,SNAP,2024-02-05,2024-03-06,30,1,0
APP032953,District_8,SNAP,2024-08-23,2024-09-21,29,1,0
APP032954,District_8,SNAP,2023-02-18,2023-03-07,17,1,0
APP032955,District_8,Medicaid,2024-03-06,2024-04-13,38,1,0
APP032956,District_8,Medicaid,2024-02-08,2024-02-26,18,1,0
APP032957,District_8,SNAP,2023-04-11,2023-05-07,26,1,0
APP032958,District_8,TANF,2023-02-16,2023-03-11,23,1,0
APP032959,District_8,TANF,2023-08-07,2023-08-23,16,1,0
APP032960,District_8,SNAP,2023-03-07,2023-04-02,26,0,0
APP032961,District_8,SNAP,2023-05-02,2023-05-27,25,1,0
APP032962,District_8,SNAP,2023-01-11,2023-02-09,29,0,0
APP032963,District_8,TANF,2024-01-07,2024-01-31,24,1,0
APP032964,District_8,TANF,2023-06-01,2023-06-27,26,1,0
APP032965,District_8,TANF,2023-05-28,2023-07-04,37,1,0
APP032966,District_8,Medicaid,2024-05-15,2024-06-07,23,1,0
APP032967,District_8,Medicaid,2024-01-16,2024-01-28,12,0,0
APP032968,District_8,SNAP,2023-05-03,2023-06-03,31,0,0
APP032969,District_8,TANF,2024-03-09,2024-04-08,30,1,0
APP032970,District_8,SNAP,2023-02-28,2023-03-14,14,1,0
APP032971,District_8,TANF,2023-05-25,2023-06-09,15,1,0
APP032972,District_8,Medicaid,2024-12-18,2025-01-07,20,1,0
APP032973,District_8,TANF,2024-03-20,2024-04-06,17,0,0
APP032974,District_8,Medicaid,2024-12-05,2024-12-26,21,1,0
APP032975,District_8,Medicaid,2024-09-13,2024-10-05,22,1,0
APP032976,District_8,SNAP,2023-06-22,2023-07-15,23,1,0
APP032977,District_8,TANF,2023-07-04,2023-08-06,33,1,0
APP032978,District_8,SNAP,2023-03-23,2023-05-01,39,1,0
APP032979,District_8,SNAP,2023-08-15,2023-08-30,15,0,0
APP032980,District_8,SNAP,2024-09-07,2024-10-02,25,1,0
APP032981,District_8,TANF,2023-09-28,2023-10-30,32,0,0
APP032982,District_8,Medicaid,2024-04-06,2024-05-09,33,1,0
APP032983,District_8,Medicaid,2023-12-26,2024-01-09,14,0,0
APP032984,District_8,SNAP,2023-01-15,2023-02-08,24,1,0
APP032985,District_8,SNAP,2023-05-06,2023-06-06,31,1,0
APP032986,District_8,Medicaid,2024-07-19,2024-08-06,18,1,0
APP032987,District_8,TANF,2023-11-07,2023-11-27,20,1,0
APP032988,District_8,Medicaid,2024-08-03,2024-09-03,31,0,0
APP032989,District_8,SNAP,2024-05-06,2024-05-27,21,0,0
APP032990,District_8,Medicaid,2023-01-03,2023-01-31,28,1,0
APP032991,District_8,SNAP,2024-02-16,2024-03-23,36,1,0
APP032992,District_8,Medicaid,2023-09-11,2023-10-07,26,1,0
APP032993,District_8,Medicaid,2023-02-14,2023-03-08,22,0,0
APP032994,District_8,TANF,2023-09-24,2023-10-23,29,1,0
APP032995,District_8,TANF,2023-03-14,2023-04-10,27,0,0
APP032996,District_8,TANF,2023-02-24,2023-03-16,20,1,0
APP032997,District_8,Medicaid,2023-08-30,2023-09-24,25,1,0
APP032998,District_8,Medicaid,2023-12-25,2024-01-24,30,1,0
APP032999,District_8,SNAP,2023-02-19,2023-03-17,26,1,0
APP033000,District_8,SNAP,2023-04-20,2023-05-08,18,1,0
APP033001,District_8,SNAP,2023-10-29,2023-11-28,30,0,0
APP033002,District_8,TANF,2023-01-11,2023-02-03,23,1,0
APP033003,District_8,SNAP,2023-02-25,2023-03-19,22,1,0
APP033004,District_8,SNAP,2023-01-25,2023-02-06,12,1,0
APP033005,District_8,Medicaid,2023-12-13,2024-01-16,34,1,0
APP033006,District_8,TANF,2024-04-18,2024-05-16,28,1,0
APP033007,District_8,TANF,2023-05-31,2023-06-21,21,0,0
APP033008,District_8,TANF,2024-08-26,2024-09-24,29,1,0
APP033009,District_8,SNAP,2023-03-17,2023-04-18,32,0,0
APP033010,District_8,SNAP,2023-04-01,2023-05-01,30,1,0
APP033011,District_8,SNAP,2024-11-16,2024-12-08,22,1,0
APP033012,District_8,Medicaid,2023-05-09,2023-05-26,17,0,0
APP033013,District_8,Medicaid,2023-05-21,2023-06-10,20,1,0
APP033014,District_8,TANF,2024-02-18,2024-03-16,27,1,0
APP033015,District_8,Medicaid,2024-02-23,2024-03-09,15,1,0
APP033016,District_8,SNAP,2023-10-07,2023-11-13,37,1,0
APP033017,District_8,SNAP,2024-04-14,2024-05-10,26,1,0
APP033018,District_8,TANF,2023-09-11,2023-10-13,32,1,0
APP033019,District_8,SNAP,2024-04-21,2024-05-09,18,1,0
APP033020,District_8,SNAP,2023-11-29,2023-12-24,25,1,0
APP033021,District_8,TANF,2024-11-07,2024-11-27,20,1,0
APP033022,District_8,SNAP,2024-01-22,2024-02-02,11,1,0
APP033023,District_8,SNAP,2023-06-05,2023-07-03,28,1,0
APP033024,District_8,SNAP,2024-08-06,2024-09-08,33,1,0
APP033025,District_8,TANF,2023-08-27,2023-10-07,41,0,0
APP033026,District_8,Medicaid,2024-08-09,2024-09-04,26,1,0
APP033027,District_8,Medicaid,2024-08-07,2024-08-28,21,1,0
APP033028,District_8,TANF,2024-04-02,2024-05-03,31,1,0
APP033029,District_8,SNAP,2024-11-15,2024-12-04,19,1,0
APP033030,District_8,TANF,2023-05-05,2023-05-25,20,1,0
APP033031,District_8,TANF,2023-11-04,2023-11-27,23,1,0
APP033032,District_8,SNAP,2023-04-28,2023-05-15,17,1,0
APP033033,District_8,Medicaid,2024-02-01,2024-02-19,18,0,0
APP033034,District_8,TANF,2024-03-12,2024-04-16,35,1,0
APP033035,District_8,Medicaid,2023-11-21,2023-12-09,18,0,0
APP033036,District_8,SNAP,2024-01-28,2024-02-25,28,1,0
APP033037,District_8,SNAP,2024-07-03,2024-07-21,18,1,0
APP033038,District_8,TANF,2023-07-14,2023-08-06,23,0,0
APP033039,District_8,TANF,2024-12-13,2025-01-09,27,1,0
APP033040,District_8,SNAP,2024-04-11,2024-05-06,25,1,0
APP033041,District_8,TANF,2023-08-20,2023-09-07,18,0,0
APP033042,District_8,Medicaid,2023-12-15,2024-01-14,30,1,0
APP033043,District_8,SNAP,2023-07-17,2023-08-11,25,1,0
APP033044,District_8,TANF,2023-08-21,2023-09-02,12,1,0
APP033045,District_8,SNAP,2024-04-25,2024-05-26,31,1,0
APP033046,District_8,Medicaid,2024-06-25,2024-07-20,25,1,0
APP033047,District_8,TANF,2023-03-20,2023-04-12,23,0,0
APP033048,District_8,SNAP,2024-05-12,2024-06-07,26,1,0
APP033049,District_8,SNAP,2024-01-20,2024-02-01,12,1,0
APP033050,District_8,Medicaid,2024-01-30,2024-02-17,18,0,0
APP033051,District_8,SNAP,2023-10-02,2023-10-27,25,1,0
APP033052,District_8,Medicaid,2024-11-25,2024-12-12,17,1,0
APP033053,District_8,TANF,2024-03-25,2024-04-23,29,0,0
APP033054,District_8,TANF,2024-04-25,2024-05-10,15,1,0
APP033055,District_8,SNAP,2023-02-07,2023-03-02,23,1,0
APP033056,District_8,Medicaid,2024-12-14,2025-01-17,34,0,0
APP033057,District_8,Medicaid,2023-08-22,2023-09-09,18,1,0
APP033058,District_8,SNAP,2024-01-16,2024-02-09,24,1,0
APP033059,District_8,SNAP,2023-12-11,2023-12-28,17,0,0
APP033060,District_8,TANF,2024-02-03,2024-02-16,13,0,0
APP033061,District_8,Medicaid,2023-05-25,2023-06-22,28,1,0
APP033062,District_8,Medicaid,2023-09-30,2023-10-24,24,1,0
APP033063,District_8,SNAP,2023-08-14,2023-09-08,25,1,0
APP033064,District_8,TANF,2023-02-14,2023-03-12,26,1,0
APP033065,District_8,Medicaid,2023-10-06,2023-10-24,18,1,0
APP033066,District_8,TANF,2024-12-06,2024-12-21,15,1,0
APP033067,District_8,TANF,2024-08-21,2024-09-15,25,0,0
APP033068,District_8,TANF,2024-02-26,2024-04-01,35,1,0
APP033069,District_8,TANF,2023-09-22,2023-10-18,26,1,0
APP033070,District_8,SNAP,2023-08-22,2023-09-05,14,1,0
APP033071,District_8,TANF,2024-03-10,2024-04-24,45,1,0
APP033072,District_8,Medicaid,2023-02-19,2023-03-06,15,1,0
APP033073,District_8,TANF,2024-05-31,2024-06-11,11,0,0
APP033074,District_8,TANF,2023-04-13,2023-05-20,37,0,0
APP033075,District_8,TANF,2024-10-14,2024-11-01,18,0,0
APP033076,District_8,Medicaid,2024-12-10,2024-12-30,20,0,0
APP033077,District_8,SNAP,2023-01-09,2023-02-10,32,0,0
APP033078,District_8,Medicaid,2023-09-28,2023-11-03,36,1,0
APP033079,District_8,TANF,2024-10-03,2024-10-26,23,1,0
APP033080,District_8,SNAP,2024-08-24,2024-09-22,29,0,0
APP033081,District_8,Medicaid,2023-03-22,2023-04-28,37,1,0
APP033082,District_8,Medicaid,2023-06-03,2023-06-18,15,1,0
APP033083,District_8,SNAP,2023-06-06,2023-07-02,26,1,0
APP033084,District_8,Medicaid,2023-03-09,2023-03-30,21,1,0
APP033085,District_8,Medicaid,2024-02-18,2024-03-04,15,1,0
APP033086,District_8,SNAP,2024-08-24,2024-09-24,31,1,0
