response_id,district,digital_access,satisfaction_score,ease_of_access_rating,language_barrier,digital_literacy_rating
SUR01742,District_5,1,80,6.1,0,9.5
SUR01743,District_5,1,71,6.1,0,7.5
SUR01744,District_5,1,80,5.7,0,10.0
SUR01745,District_5,1,85,9.0,0,6.4
SUR01746,District_5,1,68,6.3,1,8.6
SUR01747,District_5,1,92,4.0,0,7.9
SUR01748,District_5,1,69,6.6,1,6.8
SUR01749,District_5,1,79,6.2,0,8.9
SUR01750,District_5,1,69,6.1,0,6.2
SUR01751,District_5,1,56,7.4,0,6.7
SUR01752,District_5,1,66,5.2,1,4.6
SUR01753,District_5,1,92,9.3,0,6.1
SUR01754,District_5,1,51,6.8,0,4.9
SUR01755,District_5,1,86,7.0,0,6.6
SUR01756,District_5,1,47,6.4,0,7.6
SUR01757,District_5,1,73,9.0,0,7.2
SUR01758,District_5,1,86,6.1,0,6.9
SUR01759,District_5,1,50,7.3,0,7.8
SUR01760,District_5,1,60,7.5,0,10.0
SUR01761,District_5,1,87,6.7,0,5.7
SUR01762,District_5,1,63,7.7,0,10.0
SUR01763,District_5,1,67,8.1,0,4.0
SUR01764,District_5,1,66,8.0,0,2.3
SUR01765,District_5,1,53,6.9,0,8.7
SUR01766,District_5,1,73,6.7,1,6.7
SUR01767,District_5,1,88,7.2,0,3.7
SUR01768,District_5,1,73,6.5,0,6.6
SUR01769,District_5,1,86,5.6,0,5.8
SUR01770,District_5,1,67,7.2,0,7.2
SUR01771,District_5,1,74,8.9,0,6.1
SUR01772,District_5,1,83,7.7,0,8.8
SUR01773,District_5,1,72,5.3,0,6.8
SUR01774,District_5,1,56,7.1,0,7.0
SUR01775,District_5,1,60,8.2,1,6.2
SUR01776,District_5,1,71,6.8,0,7.8
SUR01777,District_5,1,81,7.2,1,6.3
SUR01778,District_5,1,68,10.0,0,8.3
SUR01779,District_5,1,83,9.4,1,4.0
SUR01780,District_6,0,55,5.4,1,2.7
SUR01781,District_6,0,45,7.7,0,2.1
SUR01782,District_6,0,39,3.8,0,4.1
SUR01783,District_6,0,34,3.9,0,1.9
SUR01784,District_6,0,41,3.4,0,5.7
SUR01785,District_6,0,58,6.5,0,4.6
SUR01786,District_6,0,60,2.4,0,5.4
SUR01787,District_6,0,65,2.7,0,5.3
SUR01788,District_6,0,47,4.4,0,2.2
SUR01789,District_6,0,68,6.7,0,1.0
SUR01790,District_6,0,52,6.5,0,5.7
SUR01791,District_6,0,63,3.7,0,2.9
SUR01792,District_6,0,55,2.5,0,5.5
SUR01793,District_6,0,42,7.8,1,4.0
SUR01794,District_6,0,33,4.5,0,4.6
SUR01795,District_6,0,36,6.5,0,5.9
SUR01796,District_6,0,39,6.5,0,2.8
SUR01797,District_6,0,46,3.8,0,2.9
SUR01798,District_6,0,62,4.7,0,6.6
SUR01799,District_6,0,67,6.5,0,5.9
SUR01800,District_6,0,68,5.0,0,4.9
SUR01801,District_6,0,8,3.2,0,1.8
SUR01802,District_6,0,46,5.2,0,3.8
SUR01803,District_6,0,49,4.6,0,2.3
SUR01804,District_6,0,47,6.7,0,3.1
SUR01805,District_6,0,28,6.4,1,2.7
SUR01806,District_6,0,68,3.8,0,2.3
SUR01807,District_6,0,79,5.5,0,4.2
SUR01808,District_6,0,48,2.7,1,2.6
SUR01809,District_6,0,85,3.9,0,3.4
SUR01810,District_6,0,19,7.6,1,2.7
SUR01811,District_6,0,37,5.4,0,6.6
SUR01812,District_6,0,49,7.3,0,4.6
SUR01813,District_6,0,62,5.8,0,5.1
SUR01814,District_6,0,54,6.2,0,4.0
SUR01815,District_6,0,37,5.4,0,4.1
SUR01816,District_6,0,64,2.4,0,4.6
SUR01817,District_6,0,61,5.9,0,6.9
SUR01818,District_6,0,45,7.1,0,6.2
SUR01819,District_6,0,48,6.5,0,4.4
SUR01820,District_6,0,37,2.4,1,2.5
SUR01821,District_6,0,61,6.5,0,5.4
SUR01822,District_6,0,36,5.1,0,3.3
SUR01823,District_6,0,34,4.7,0,3.4
SUR01824,District_6,0,77,4.8,1,3.9
SUR01825,District_6,0,54,5.4,0,4.5
SUR01826,District_6,0,43,4.1,0,6.0
SUR01827,District_6,0,25,5.3,1,2.4
SUR01828,District_6,0,55,6.2,1,5.2
SUR01829,District_6,0,53,5.8,0,3.7
SUR01830,District_6,0,69,6.1,1,9.7
SUR01831,District_6,0,19,7.4,1,4.0
SUR01832,District_6,0,42,5.3,0,6.1
SUR01833,District_6,0,61,6.2,0,7.3
SUR01834,District_6,0,51,4.6,0,2.4
SUR01835,District_6,0,63,5.8,0,4.2
SUR01836,District_6,0,57,5.8,0,5.1
SUR01837,District_6,0,56,4.0,0,2.6
SUR01838,District_6,0,62,4.6,0,3.5
SUR01839,District_6,0,35,3.8,1,3.7
SUR01840,District_6,0,58,5.5,0,5.6
SUR01841,District_6,0,59,5.2,0,7.1
SUR01842,District_6,0,84,6.9,0,3.9
SUR01843,District_6,0,23,6.4,1,2.5
SUR01844,District_6,0,47,5.7,1,8.1
SUR01845,District_6,0,61,6.4,0,5.2
SUR01846,District_6,0,66,6.1,0,5.6
SUR01847,District_6,0,50,6.7,0,1.2
SUR01848,District_6,0,48,6.8,0,1.3
SUR01849,District_6,0,50,8.2,0,3.5
SUR01850,District_6,0,74,6.6,0,5.3
SUR01851,District_6,0,52,3.8,0,4.3
SUR01852,District_6,0,43,7.3,1,3.1
SUR01853,District_6,0,44,4.5,1,2.2
SUR01854,District_6,0,42,8.1,0,5.7
SUR01855,District_6,0,65,4.9,1,5.1
SUR01856,District_6,0,69,7.7,0,3.0
SUR01857,District_6,0,28,3.9,0,4.1
SUR01858,District_6,0,46,7.6,1,2.7
SUR01859,District_6,0,61,8.0,0,2.7
SUR01860,District_6,0,57,8.3,1,4.6
SUR01861,District_6,0,49,7.6,1,7.9
SUR01862,District_6,0,65,5.9,1,4.7
SUR01863,District_6,0,73,5.6,1,5.3
SUR01864,District_6,0,43,5.9,0,3.7
SUR01865,District_6,0,30,4.0,0,3.8
SUR01866,District_6,0,52,5.2,0,5.3
SUR01867,District_6,0,37,6.9,0,4.6
SUR01868,District_6,0,63,8.0,0,5.2
SUR01869,District_6,0,38,5.0,0,2.1
SUR01870,District_6,0,82,5.1,0,4.0
SUR01871,District_6,0,36,7.9,0,4.2
SUR01872,District_6,0,51,5.3,0,5.3
SUR01873,District_6,0,56,4.3,0,4.9
SUR01874,District_6,0,44,7.2,0,2.9
SUR01875,District_6,0,50,5.5,0,6.2
SUR01876,District_6,0,56,6.1,0,6.6
SUR01877,District_6,0,81,5.2,1,3.2
SUR01878,District_6,0,58,6.2,0,2.4
SUR01879,District_6,0,54,3.8,0,3.0
SUR01880,District_6,0,71,5.0,0,3.0
SUR01881,District_6,0,63,5.5,1,4.2
SUR01882,District_6,0,71,4.7,1,6.1
SUR01883,District_6,0,41,6.5,0,4.0
SUR01884,District_6,0,32,8.0,1,6.4
SUR01885,District_6,0,78,6.4,0,7.2
SUR01886,District_6,0,60,5.2,0,6.0
SUR01887,District_6,0,45,4.7,0,6.0
SUR01888,District_6,0,37,2.7,1,5.8
SUR01889,District_6,0,47,4.2,0,4.3
SUR01890,District_6,0,80,4.8,0,2.2
SUR01891,District_6,0,35,6.5,1,6.3
SUR01892,District_6,0,80,4.3,0,5.7
SUR01893,District_6,0,44,6.2,0,1.7
SUR01894,District_6,0,53,7.2,1,3.9
SUR01895,District_6,0,53,4.5,1,4.2
SUR01896,District_6,0,55,5.8,0,3.5
SUR01897,District_6,0,31,7.2,0,5.9
SUR01898,District_6,0,89,5.4,0,5.7
SUR01899,District_6,0,64,5.3,0,5.5
SUR01900,District_6,0,65,4.7,0,3.8
SUR01901,District_6,0,55,4.5,1,2.9
SUR01902,District_6,0,57,3.5,0,6.5
SUR01903,District_6,0,60,4.4,1,2.6
SUR01904,District_6,0,58,5.1,0,1.6
SUR01905,District_6,0,40,5.8,0,3.9
SUR01906,District_6,0,44,7.0,0,3.9
SUR01907,District_6,0,67,3.5,0,4.6
SUR01908,District_6,0,74,3.6,0,5.7
SUR01909,District_6,0,42,7.3,1,5.9
SUR01910,District_6,0,50,4.8,0,5.4
SUR01911,District_6,0,49,6.2,0,3.3
SUR01912,District_6,0,66,6.8,1,4.4
SUR01913,District_6,0,51,6.1,1,4.2
SUR01914,District_6,0,48,5.3,0,7.0
SUR01915,District_6,0,42,6.4,0,2.5
SUR01916,District_6,0,67,5.6,0,3.3
SUR01917,District_6,0,52,4.7,0,7.6
SUR01918,District_6,0,49,5.3,1,6.7
SUR01919,District_6,0,52,5.0,0,4.3
SUR01920,District_6,0,76,5.7,0,3.9
SUR01921,District_6,0,57,4.0,0,5.9
SUR01922,District_6,0,75,6.9,1,6.1
SUR01923,District_6,0,39,5.2,0,4.2
SUR01924,District_6,0,55,3.9,0,7.7
SUR01925,District_6,0,52,4.4,0,4.0
SUR01926,District_6,0,92,4.1,0,4.5
SUR01927,District_6,0,53,3.8,0,6.9
SUR01928,District_6,0,41,7.6,0,4.0
SUR01929,District_6,0,58,7.1,1,7.5
SUR01930,District_6,0,61,3.8,0,5.6
SUR01931,District_6,0,76,4.0,0,3.1
SUR01932,District_6,0,48,4.0,0,6.9
SUR01933,District_6,0,73,6.0,1,3.3
SUR01934,District_6,0,56,5.6,1,2.1
SUR01935,District_6,0,61,5.9,0,4.3
SUR01936,District_6,0,63,3.9,0,3.1
SUR01937,District_6,0,52,3.6,1,3.7
SUR01938,District_6,0,33,4.5,0,3.4
SUR01939,District_6,0,57,6.4,0,2.7
SUR01940,District_6,0,46,8.7,1,1.3
SUR01941,District_6,0,37,3.5,0,5.7
SUR01942,District_6,0,56,7.1,1,5.3
SUR01943,District_6,0,40,6.2,1,5.3
SUR01944,District_6,0,56,4.0,1,4.7
SUR01945,District_6,0,54,6.0,0,2.6
SUR01946,District_6,0,51,5.6,0,4.9
SUR01947,District_6,0,40,5.7,0,3.1
SUR01948,District_6,0,33,6.4,0,2.9
SUR01949,District_6,0,56,7.9,1,1.0
SUR01950,District_6,0,72,6.3,0,6.0
SUR01951,District_6,0,65,5.5,0,2.8
SUR01952,District_6,0,35,4.5,1,5.3
SUR01953,District_6,0,48,5.2,0,1.8
SUR01954,District_6,0,50,5.7,0,2.9
SUR01955,District_6,0,35,4.9,0,6.3
SUR01956,District_6,0,45,6.5,0,5.8
SUR01957,District_6,0,39,7.9,0,6.5
SUR01958,District_6,0,76,3.2,1,3.4
SUR01959,District_6,0,56,4.5,0,2.3
SUR01960,District_6,0,75,7.8,0,5.0
SUR01961,District_6,0,57,5.5,0,1.4
SUR01962,District_6,0,74,7.0,1,3.1
SUR01963,District_6,0,33,3.9,0,2.8
SUR01964,District_6,0,72,6.0,0,6.9
SUR01965,District_6,0,52,4.9,0,3.0
SUR01966,District_6,0,52,5.3,0,4.5
SUR01967,District_6,0,68,4.8,1,1.9
SUR01968,District_6,0,52,7.7,0,6.1
SUR01969,District_6,0,60,4.6,0,5.5
SUR01970,District_6,0,40,7.0,1,3.5
SUR01971,District_6,0,81,5.4,0,6.0
SUR01972,District_6,0,42,7.9,0,6.8
SUR01973,District_6,0,38,6.2,0,3.4
SUR01974,District_6,0,40,3.4,0,6.2
SUR01975,District_6,0,35,5.5,0,4.2
SUR01976,District_6,0,27,5.1,0,1.8
SUR01977,District_6,0,54,6.2,1,4.9
SUR01978,District_6,0,36,5.6,1,3.3
SUR01979,District_6,0,43,3.1,0,1.9
SUR01980,District_6,0,22,4.8,0,4.6
SUR01981,District_6,0,76,4.7,0,4.9
SUR01982,District_6,0,60,5.3,0,7.8
SUR01983,District_6,0,23,5.8,0,4.0
SUR01984,District_6,0,50,6.4,1,2.0
SUR01985,District_6,0,50,6.1,1,3.4
SUR01986,District_6,0,51,1.8,0,6.1
SUR01987,District_6,0,58,6.1,0,7.6
SUR01988,District_6,0,31,7.3,0,5.8
SUR01989,District_6,0,39,5.6,0,5.0
SUR01990,District_6,0,46,4.4,0,3.4
SUR01991,District_6,0,61,4.1,0,3.3
SUR01992,District_6,0,48,6.6,1,5.1
SUR01993,District_6,0,56,5.8,0,4.6
SUR01994,District_6,0,35,4.5,0,1.4
SUR01995,District_6,0,42,5.6,0,2.0
SUR01996,District_6,0,63,4.7,0,3.8
SUR01997,District_6,0,61,4.7,0,4.3
SUR01998,District_6,0,57,5.4,0,3.1
SUR01999,District_6,0,64,5.6,0,4.8
SUR02000,District_6,0,61,4.2,0,4.7
SUR02001,District_6,0,46,4.8,0,4.9
SUR02002,District_6,0,61,7.8,0,5.8
SUR02003,District_6,0,55,4.0,0,2.2
SUR02004,District_6,0,49,5.6,0,4.4
SUR02005,District_6,0,47,6.2,0,4.6
SUR02006,District_6,0,68,4.5,0,5.5
SUR02007,District_6,0,64,4.5,1,4.2
SUR02008,District_6,0,46,4.3,0,2.7
SUR02009,District_6,0,43,3.9,0,4.1
SUR02010,District_6,0,45,7.4,0,4.2
SUR02011,District_6,0,64,4.7,1,4.3
SUR02012,District_6,0,39,5.3,0,6.8
SUR02013,District_6,0,51,4.0,0,3.2
SUR02014,District_6,0,62,5.9,1,4.7
SUR02015,District_6,0,59,4.5,0,1.0
SUR02016,District_6,0,60,6.4,1,2.7
SUR02017,District_6,0,31,4.0,0,3.3
SUR02018,District_6,0,59,7.6,1,3.6
SUR02019,District_6,0,42,4.5,0,6.0
SUR02020,District_6,0,46,5.8,1,6.0
SUR02021,District_6,0,30,5.8,0,1.0
SUR02022,District_6,0,67,6.6,1,3.8
SUR02023,District_6,0,61,3.2,0,6.0
SUR02024,District_6,0,43,4.0,1,4.6
SUR02025,District_6,0,59,4.8,0,4.0
SUR02026,District_6,0,64,6.9,0,3.4
SUR02027,District_6,0,71,5.0,0,1.0
SUR02028,District_6,0,61,7.8,0,4.2
SUR02029,District_6,0,46,8.3,1,1.1
SUR02030,District_6,0,38,5.3,0,3.8
SUR02031,District_6,0,84,8.4,0,6.5
SUR02032,District_6,0,48,4.8,1,5.3
SUR02033,District_6,0,53,5.7,0,2.6
SUR02034,District_6,0,59,5.8,1,4.4
SUR02035,District_6,0,66,7.3,0,6.5
SUR02036,District_6,0,51,6.9,0,3.7
SUR02037,District_6,0,67,5.2,0,5.0
SUR02038,District_6,0,91,4.5,0,4.9
SUR02039,District_6,0,49,5.9,0,4.4
SUR02040,District_6,0,62,6.2,0,3.6
SUR02041,District_6,0,40,7.1,0,8.3
SUR02042,District_6,0,48,7.7,0,7.0
SUR02043,District_6,0,42,4.9,0,4.4
SUR02044,District_6,0,39,4.5,1,3.6
SUR02045,District_6,0,39,6.0,0,5.1
SUR02046,District_6,0,74,3.4,0,7.8
SUR02047,District_6,0,78,7.6,1,4.8
SUR02048,District_6,0,72,4.1,0,6.1
SUR02049,District_6,0,52,5.5,1,2.7
SUR02050,District_6,0,66,3.4,1,5.1
SUR02051,District_6,0,34,4.3,1,7.1
SUR02052,District_6,0,14,6.2,1,6.1
SUR02053,District_6,0,49,3.9,1,6.6
SUR02054,District_6,0,56,4.7,0,3.9
SUR02055,District_6,0,50,7.8,0,3.3
SUR02056,District_6,0,57,6.0,0,6.1
SUR02057,District_6,0,55,4.8,0,3.0
SUR02058,District_6,0,47,3.3,0,6.9
SUR02059,District_6,0,47,7.1,0,6.1
SUR02060,District_6,0,59,7.8,0,7.7
SUR02061,District_6,0,79,2.1,0,3.4
SUR02062,District_6,0,48,3.3,0,2.5
SUR02063,District_6,0,72,6.5,0,5.5
SUR02064,District_6,0,44,4.3,1,4.7
SUR02065,District_6,0,43,6.7,0,2.5
SUR02066,District_6,0,66,4.5,1,5.7
SUR02067,District_6,0,77,7.3,0,7.4
SUR02068,District_6,0,39,3.3,0,7.4
SUR02069,District_6,0,26,4.9,0,4.1
SUR02070,District_6,0,48,4.9,0,2.0
SUR02071,District_6,0,72,6.3,0,3.1
SUR02072,District_6,0,59,5.3,0,2.5
SUR02073,District_6,0,29,4.9,0,2.8
SUR02074,District_6,0,45,4.8,0,4.6
SUR02075,District_6,0,57,2.5,0,2.7
SUR02076,District_6,0,70,4.7,1,1.2
SUR02077,District_6,0,49,4.1,1,2.5
SUR02078,District_6,0,63,6.0,0,6.9
SUR02079,District_6,0,64,4.4,0,5.5
SUR02080,District_6,0,55,6.3,0,2.3
SUR02081,District_6,0,50,4.6,0,5.2
SUR02082,District_6,0,63,5.0,0,4.2
SUR02083,District_6,0,47,5.3,0,3.7
SUR02084,District_6,0,45,4.4,1,3.7
SUR02085,District_6,0,32,5.4,0,6.7
SUR02086,District_6,0,18,3.1,1,2.6
SUR02087,District_6,0,33,6.0,0,4.6
SUR02088,District_6,0,53,5.5,0,3.4
SUR02089,District_6,0,72,6.0,0,1.9
SUR02090,District_6,0,59,7.0,1,6.1
SUR02091,District_6,0,72,8.1,1,6.5
SUR02092,District_6,0,50,4.9,0,4.4
SUR02093,District_6,0,58,4.2,0,5.8
SUR02094,District_6,0,46,4.7,0,3.3
SUR02095,District_6,0,22,7.5,1,5.6
SUR02096,District_6,0,35,3.9,0,4.2
SUR02097,District_6,0,44,9.0,0,2.9
SUR02098,District_6,0,57,5.5,0,4.0
SUR02099,District_6,0,32,5.8,0,4.2
SUR02100,District_6,0,58,7.6,1,5.1
SUR02101,District_6,0,59,4.8,0,1.0
SUR02102,District_6,0,31,5.9,0,3.5
SUR02103,District_6,0,63,7.1,1,6.4
SUR02104,District_6,0,50,3.9,0,4.0
SUR02105,District_6,0,32,2.9,0,1.9
SUR02106,District_6,0,53,5.6,0,6.0
SUR02107,District_6,0,36,3.6,0,5.3
SUR02108,District_6,0,70,5.9,1,2.8
SUR02109,District_6,0,26,5.0,0,1.8
SUR02110,District_6,0,67,6.8,0,5.5
SUR02111,District_6,0,77,6.6,1,3.5
SUR02112,District_6,0,73,3.0,1,1.0
SUR02113,District_6,0,70,4.7,0,2.0
SUR02114,District_6,0,46,3.6,0,3.5
SUR02115,District_6,0,52,5.9,0,7.4
SUR02116,District_6,0,55,3.6,0,5.5
SUR02117,District_6,0,35,6.8,0,1.4
SUR02118,District_6,0,64,3.0,0,2.9
SUR02119,District_6,0,62,5.1,1,6.8
SUR02120,District_6,0,58,4.2,0,2.1
SUR02121,District_6,0,30,4.7,1,5.5
SUR02122,District_6,0,64,4.6,0,2.6
SUR02123,District_6,0,59,5.3,0,3.5
SUR02124,District_6,0,41,3.7,0,1.0
SUR02125,District_6,0,54,4.6,0,3.7
SUR02126,District_6,0,76,7.8,0,3.7
SUR02127,District_6,0,62,5.4,1,3.5
SUR02128,District_6,0,72,7.6,0,7.8
SUR02129,District_6,0,78,5.2,0,5.7
SUR02130,District_6,0,49,4.5,0,2.7
SUR02131,District_6,0,48,3.6,0,2.4
SUR02132,District_6,0,53,6.0,0,5.7
SUR02133,District_6,0,22,7.5,0,2.2
SUR02134,District_6,0,67,6.9,1,3.4
SUR02135,District_6,0,59,6.3,0,6.0
SUR02136,District_6,0,42,7.2,0,3.4
SUR02137,District_6,0,49,6.4,0,3.0
SUR02138,District_6,0,33,6.7,0,2.9
SUR02139,District_6,0,69,6.5,0,2.6
SUR02140,District_6,0,53,6.6,0,6.1
SUR02141,District_6,0,61,3.8,0,4.5
SUR02142,District_7,0,41,4.9,1,3.6
SUR02143,District_7,0,42,5.0,0,4.2
SUR02144,District_7,0,56,7.2,0,5.2
SUR02145,District_7,0,37,4.8,0,2.4
SUR02146,District_7,0,45,4.1,0,5.3
SUR02147,District_7,0,30,4.3,0,5.5
SUR02148,District_7,0,69,7.0,0,2.9
SUR02149,District_7,0,51,3.1,1,3.4
SUR02150,District_7,0,25,3.8,1,2.7
SUR02151,District_7,0,36,5.6,0,3.7
SUR02152,District_7,0,35,4.8,0,5.2
SUR02153,District_7,0,42,2.8,1,1.8
SUR02154,District_7,0,73,4.9,0,4.2
SUR02155,District_7,0,38,7.3,1,4.6
SUR02156,District_7,0,42,4.4,0,5.1
SUR02157,District_7,0,33,3.8,1,2.0
SUR02158,District_7,0,47,4.5,1,3.2
SUR02159,District_7,0,34,4.2,1,4.1
SUR02160,District_7,0,33,7.9,0,2.8
SUR02161,District_7,0,37,5.9,1,1.3
SUR02162,District_7,0,46,1.3,1,6.3
SUR02163,District_7,0,42,6.6,1,3.6
SUR02164,District_7,0,44,3.8,0,3.7
SUR02165,District_7,0,58,4.9,1,4.3
SUR02166,District_7,0,25,6.0,0,6.5
SUR02167,District_7,0,47,6.8,0,5.8
SUR02168,District_7,0,63,5.1,1,4.8
SUR02169,District_7,0,62,4.6,0,1.0
SUR02170,District_7,0,47,3.9,1,7.3
SUR02171,District_7,0,55,4.5,0,4.2
SUR02172,District_7,0,64,7.4,1,1.0
SUR02173,District_7,0,33,2.2,0,5.8
SUR02174,District_7,0,39,4.2,1,2.4
SUR02175,District_7,0,36,5.7,0,2.9
SUR02176,District_7,0,41,7.9,0,2.7
SUR02177,District_7,0,32,7.5,1,1.0
SUR02178,District_7,0,38,5.0,1,3.5
SUR02179,District_7,0,53,5.7,0,5.9
SUR02180,District_7,0,39,6.1,0,4.1
SUR02181,District_7,0,47,4.1,0,3.2
SUR02182,District_7,0,33,5.9,0,3.0
SUR02183,District_7,0,57,3.8,0,3.5
SUR02184,District_7,0,21,2.6,0,2.0
SUR02185,District_7,0,41,5.6,0,5.0
SUR02186,District_7,0,60,4.6,0,5.7
SUR02187,District_7,0,40,6.0,0,5.8
SUR02188,District_7,0,32,5.1,0,5.4
SUR02189,District_7,0,62,3.4,0,5.0
SUR02190,District_7,0,33,6.7,0,3.6
SUR02191,District_7,0,40,5.7,1,5.2
SUR02192,District_7,0,40,5.8,0,4.7
SUR02193,District_7,0,37,2.9,1,1.4
SUR02194,District_7,0,62,3.6,0,3.2
SUR02195,District_7,0,22,3.8,0,5.0
SUR02196,District_7,0,34,4.6,1,4.7
SUR02197,District_7,0,43,7.9,0,3.1
SUR02198,District_7,0,53,2.5,0,3.7
SUR02199,District_7,0,27,4.7,0,3.6
SUR02200,District_7,0,55,3.1,0,4.3
SUR02201,District_7,0,51,3.2,0,6.0
SUR02202,District_7,0,24,4.1,0,7.2
SUR02203,District_7,0,36,5.3,0,4.9
SUR02204,District_7,0,41,1.0,0,1.0
SUR02205,District_7,0,62,2.3,0,2.4
SUR02206,District_7,0,65,3.7,1,4.1
SUR02207,District_7,0,57,4.2,1,6.5
SUR02208,District_7,0,36,3.1,0,6.8
SUR02209,District_7,0,49,4.0,1,6.4
SUR02210,District_7,0,49,3.9,0,3.2
SUR02211,District_7,0,27,5.4,1,3.8
SUR02212,District_7,0,42,5.0,0,6.0
SUR02213,District_7,0,68,4.4,0,1.0
SUR02214,District_7,0,28,6.4,1,3.0
SUR02215,District_7,0,50,5.9,1,7.0
SUR02216,District_7,0,45,4.1,0,4.9
SUR02217,District_7,0,31,2.5,0,4.0
SUR02218,District_7,0,56,4.2,0,4.6
SUR02219,District_7,0,37,2.3,1,7.9
SUR02220,District_7,0,64,5.4,0,4.9
SUR02221,District_7,0,81,7.5,1,5.9
SUR02222,District_7,0,46,5.1,1,6.2
SUR02223,District_7,0,73,5.9,1,9.1
SUR02224,District_7,0,47,3.0,1,4.2
SUR02225,District_7,0,12,4.8,1,5.0
SUR02226,District_7,0,40,4.3,0,5.5
SUR02227,District_7,0,44,3.2,0,2.5
SUR02228,District_7,0,72,4.3,0,7.4
SUR02229,District_7,0,47,2.7,0,3.7
SUR02230,District_7,0,11,5.9,1,2.6
SUR02231,District_7,0,52,3.8,1,4.7
SUR02232,District_7,0,47,3.2,1,1.8
SUR02233,District_7,0,42,4.8,0,3.6
SUR02234,District_7,0,45,5.6,1,4.9
SUR02235,District_7,0,63,6.1,0,1.2
SUR02236,District_7,0,47,3.4,0,4.6
SUR02237,District_7,0,48,4.5,0,2.1
SUR02238,District_7,0,37,6.2,1,4.5
SUR02239,District_7,0,25,2.9,0,4.5
SUR02240,District_7,0,48,4.6,0,4.1
SUR02241,District_7,0,36,4.6,1,4.1
SUR02242,District_7,0,47,3.0,0,6.4
SUR02243,District_7,0,14,6.3,0,1.0
SUR02244,District_7,0,47,4.0,0,4.0
SUR02245,District_7,0,44,6.5,0,5.2
SUR02246,District_7,0,46,2.9,0,7.4
SUR02247,District_7,0,49,1.0,1,3.2
SUR02248,District_7,0,52,3.6,0,4.2
SUR02249,District_7,0,54,5.2,0,6.8
SUR02250,District_7,0,42,3.7,0,3.9
SUR02251,District_7,0,60,4.7,1,6.1
SUR02252,District_7,0,44,4.5,0,5.7
SUR02253,District_7,0,24,3.1,1,6.6
SUR02254,District_7,0,56,8.8,0,3.1
SUR02255,District_7,0,42,4.3,1,3.2
SUR02256,District_7,0,39,3.5,0,1.1
SUR02257,District_7,0,68,8.6,1,3.2
SUR02258,District_7,0,42,3.1,0,4.7
SUR02259,District_7,0,50,4.7,1,6.3
SUR02260,District_7,0,61,3.6,1,4.7
SUR02261,District_7,0,37,2.6,0,5.1
SUR02262,District_7,0,56,6.0,0,2.4
SUR02263,District_7,0,48,4.6,1,1.0
SUR02264,District_7,0,65,2.6,0,6.5
SUR02265,District_7,0,36,7.6,0,5.4
SUR02266,District_7,0,35,4.6,1,5.8
SUR02267,District_7,0,49,6.6,1,1.4
SUR02268,District_7,0,30,6.7,0,2.9
SUR02269,District_7,0,64,2.2,0,2.5
SUR02270,District_7,0,41,5.7,1,3.5
SUR02271,District_7,0,72,6.2,0,5.4
SUR02272,District_7,0,30,4.8,1,5.8
SUR02273,District_7,0,61,6.2,1,5.3
SUR02274,District_7,0,41,3.9,0,3.0
SUR02275,District_7,0,36,7.1,1,4.1
SUR02276,District_7,0,52,3.8,0,5.0
SUR02277,District_7,0,47,7.1,0,1.9
SUR02278,District_7,0,54,5.3,0,3.4
SUR02279,District_7,0,34,5.2,0,4.0
SUR02280,District_7,0,21,2.6,0,4.7
SUR02281,District_7,0,55,6.9,1,4.9
SUR02282,District_7,0,35,3.2,0,1.3
SUR02283,District_7,0,46,7.3,0,1.9
SUR02284,District_7,0,55,5.2,0,2.0
SUR02285,District_7,0,47,5.3,0,5.5
SUR02286,District_7,0,42,3.8,1,2.5
SUR02287,District_7,0,36,4.0,1,3.0
SUR02288,District_7,0,62,2.0,0,1.1
SUR02289,District_7,0,57,5.9,1,5.4
SUR02290,District_7,0,63,5.2,0,4.1
SUR02291,District_7,0,28,7.1,1,7.6
SUR02292,District_7,0,35,4.2,0,1.0
SUR02293,District_7,0,39,7.8,0,1.8
SUR02294,District_7,0,50,3.0,1,4.9
SUR02295,District_7,0,71,5.1,0,7.4
SUR02296,District_7,0,46,5.7,0,1.9
SUR02297,District_7,0,38,5.4,0,1.0
SUR02298,District_7,0,49,4.0,0,4.0
SUR02299,District_7,0,24,2.5,1,2.9
SUR02300,District_7,0,12,4.7,0,4.7
SUR02301,District_7,0,27,3.8,0,7.3
SUR02302,District_7,0,39,7.6,1,3.2
SUR02303,District_7,0,52,5.5,0,3.7
SUR02304,District_7,0,62,4.8,0,3.6
SUR02305,District_7,0,66,6.9,0,5.2
SUR02306,District_7,0,59,5.8,1,4.0
SUR02307,District_7,0,25,1.7,0,2.5
SUR02308,District_7,0,42,6.2,0,6.1
SUR02309,District_7,0,67,5.4,0,1.8
SUR02310,District_7,0,23,5.3,1,3.3
SUR02311,District_7,0,45,4.6,1,3.7
SUR02312,District_7,0,45,3.8,0,1.7
SUR02313,District_7,0,57,3.0,1,6.2
SUR02314,District_7,0,1,5.9,0,3.0
SUR02315,District_7,0,54,3.9,0,2.4
SUR02316,District_7,0,26,3.6,0,6.9
SUR02317,District_7,0,58,9.4,0,4.6
SUR02318,District_7,0,25,3.9,1,2.9
SUR02319,District_7,0,47,3.6,0,3.9
SUR02320,District_7,0,15,5.6,0,4.4
SUR02321,District_7,0,29,4.1,0,4.4
SUR02322,District_7,0,52,6.9,0,4.8
